Investment_ID,Tree_ID,Date_ID,Maintenance_Cost,Growth_cm,Carbon_Credits
I03049,T004,20230823,2699.92,15.7,2228.49
I03050,T004,20210211,2140.15,74.6,704.41
I03051,T003,20201026,2817.78,81.7,1817.38
I03052,T005,20241027,893.42,39.5,538.17
I03053,T004,20240109,1948.53,52.5,1222.95
I03054,T004,20221023,664.65,49.7,1882.07
I03055,T004,20230528,2535.28,13.4,1264.1
I03056,T004,20221011,1455.32,52.7,2499.8
I03057,T001,20230626,1574.06,91.7,2266.61
I03058,T002,20230213,660.37,90.3,577.57
I03059,T005,20221102,2665.79,47.7,736.46
I03060,T004,20230503,2582.08,13.2,704.93
I03061,T002,20200904,2626.5,64.5,735.25
I03062,T003,20241022,1049.66,98.5,2264.47
I03063,T005,20230809,594.1,44.6,1237.82
I03064,T005,20200707,1635.34,68.0,2217.01
I03065,T002,20240718,2463.02,97.2,1601.81
I03066,T001,20241229,2356.59,57.6,1456.41
I03067,T003,20220917,1153.49,13.2,2002.73
I03068,T004,20240102,2333.55,41.6,1372.18
I03069,T001,20241205,2286.18,42.6,1071.65
I03070,T005,20230727,732.09,24.0,2006.43
I03071,T004,20230323,695.04,25.6,2180.51
I03072,T004,20210806,1408.32,52.4,1161.8
I03073,T005,20211202,740.83,36.5,1128.79
I03074,T005,20221213,529.65,99.3,1052.45
I03075,T003,20200805,2921.98,81.3,763.93
I03076,T004,20230502,1874.18,53.2,2323.74
I03077,T001,20230608,1028.97,66.3,1409.67
I03078,T004,20221108,2590.35,12.1,1365.35
I03079,T002,20210904,1321.1,97.5,1228.53
I03080,T004,20231122,1823.49,37.9,856.05
I03081,T002,20241120,2971.24,85.3,673.16
I03082,T004,20200107,1936.94,22.2,2187.53
I03083,T004,20230610,2509.22,26.1,1570.02
I03084,T004,20220521,1272.13,94.4,1203.55
I03085,T002,20240109,987.92,68.5,1402.12
I03086,T003,20241115,1303.69,35.7,2140.7
I03087,T001,20200826,544.38,73.8,1293.61
I03088,T001,20221007,1402.54,19.7,688.06
I03089,T003,20230522,2361.8,27.8,2032.97
I03090,T003,20231219,1277.17,36.2,644.17
I03091,T005,20241109,632.08,61.2,1044.24
I03092,T003,20240415,1408.95,27.6,1719.74
I03093,T005,20221231,2398.35,31.1,1337.98
I03094,T003,20230224,1309.77,34.5,2106.72
I03095,T001,20220510,1286.33,89.2,720.92
I03096,T004,20230602,1291.84,22.1,2369.75
I03097,T001,20220204,605.32,48.0,2075.36
I03098,T002,20220313,2023.75,29.4,2116.39
I03099,T001,20230917,1179.29,53.6,1041.52
I03100,T002,20241023,2547.94,71.5,1733.61
I03101,T004,20230704,2614.94,62.3,1060.95
I03102,T003,20200921,2110.67,94.1,2011.45
I03103,T004,20210528,2018.4,19.3,2278.36
I03104,T002,20240826,2246.37,20.2,2289.9
I03105,T003,20240701,612.73,37.3,1134.46
I03106,T004,20210326,1201.98,19.9,1663.44
I03107,T001,20221208,1233.93,38.8,1419.56
I03108,T003,20210204,1393.79,76.2,1598.39
I03109,T004,20220525,1558.9,32.7,776.25
I03110,T003,20220914,1327.44,98.7,2222.13
I03111,T004,20240925,2545.93,22.6,814.82
I03112,T005,20221126,1216.26,41.6,1673.26
I03113,T003,20221010,2518.82,73.8,1127.53
I03114,T004,20220412,2218.78,60.2,550.4
I03115,T003,20240315,913.66,27.9,1776.67
I03116,T003,20230805,2343.91,68.0,1390.57
I03117,T003,20210427,2131.95,47.8,1746.78
I03118,T003,20230730,1761.11,11.1,2409.02
I03119,T004,20200514,2229.25,51.5,757.27
I03120,T002,20230608,1848.29,24.9,1849.83
I03121,T004,20231106,2010.26,57.1,1755.31
I03122,T005,20240428,819.09,32.6,1441.19
I03123,T003,20240910,721.56,67.5,2277.49
I03124,T003,20220221,2101.67,96.9,1154.89
I03125,T004,20201109,1620.5,23.3,1824.79
I03126,T003,20231004,2998.17,50.6,1200.15
I03127,T003,20240406,2128.39,11.9,1931.18
I03128,T004,20201112,1883.16,80.5,2308.74
I03129,T005,20220608,552.99,36.7,1111.78
I03130,T005,20230916,1064.89,15.1,1392.18
I03131,T005,20210923,2145.56,47.9,1563.96
I03132,T005,20230305,797.45,24.8,2289.01
I03133,T004,20240112,2411.32,83.0,2125.39
I03134,T001,20240917,989.32,42.4,1587.67
I03135,T003,20241206,693.97,11.5,1046.4
I03136,T005,20230118,1768.76,94.3,1945.38
I03137,T003,20211020,727.8,41.6,1594.61
I03138,T005,20211025,2177.13,46.9,502.66
I03139,T001,20220531,1821.48,46.9,869.66
I03140,T004,20240622,2053.05,78.4,1191.39
I03141,T001,20210223,2776.75,50.2,744.43
I03142,T004,20231215,1922.93,25.6,2403.57
I03143,T002,20230427,1079.57,59.0,582.35
I03144,T001,20201027,602.5,43.3,1524.55
I03145,T002,20240906,592.58,30.7,1074.04
I03146,T003,20230227,2059.24,64.8,2137.92
I03147,T004,20231114,2364.09,77.2,1954.67
I03148,T001,20210325,971.08,68.1,1644.07
I03149,T002,20240307,2817.91,16.0,2348.46
I03150,T004,20200622,2650.69,10.3,689.38
I03151,T005,20210529,1087.58,40.7,966.68
I03152,T002,20231213,1958.08,83.5,2397.02
I03153,T005,20230201,1982.01,11.4,1240.89
I03154,T001,20220415,2317.71,36.9,581.61
I03155,T004,20240829,1586.64,88.3,810.38
I03156,T001,20230712,1822.61,67.2,2368.3
I03157,T003,20240807,2643.78,40.1,1253.69
I03158,T003,20210916,747.69,34.3,1162.5
I03159,T001,20230126,2330.1,79.5,1600.42
I03160,T002,20210625,992.5,43.6,756.66
I03161,T002,20240708,2893.73,66.8,1363.71
I03162,T003,20241110,1979.61,76.8,2231.01
I03163,T002,20220304,2587.42,53.2,823.79
I03164,T003,20200826,2289.44,12.7,1434.39
I03165,T001,20220807,1022.03,85.6,512.4
I03166,T004,20240909,1770.82,21.9,713.27
I03167,T001,20240826,2549.12,33.1,2309.66
I03168,T005,20221123,2483.18,50.7,522.96
I03169,T005,20220427,1011.1,55.9,1994.47
I03170,T004,20211103,1738.14,61.9,946.59
I03171,T003,20230826,1038.06,70.0,1836.89
I03172,T002,20220826,1440.08,68.1,1817.44
I03173,T002,20240319,2651.09,82.8,1958.49
I03174,T004,20240809,1110.95,14.7,565.26
I03175,T004,20220701,1190.18,64.9,1198.17
I03176,T002,20200511,1100.29,38.2,1118.69
I03177,T004,20220101,1601.31,58.3,2222.51
I03178,T004,20220802,2275.18,66.2,905.72
I03179,T005,20230716,1126.16,39.8,1367.31
I03180,T003,20241001,1284.07,78.6,2491.71
I03181,T002,20200825,1095.97,95.7,1401.93
I03182,T001,20221029,1654.46,50.2,1112.48
I03183,T003,20200202,502.37,80.8,2470.58
I03184,T004,20201208,915.11,23.7,640.89
I03185,T003,20220402,1925.16,77.3,1400.99
I03186,T001,20210717,1225.33,92.4,2143.72
I03187,T005,20220710,2298.02,78.7,1743.02
I03188,T003,20230624,2179.72,51.1,1126.82
I03189,T002,20230604,1372.9,39.7,1827.19
I03190,T001,20220310,1962.34,37.1,903.25
I03191,T001,20211016,1350.04,48.0,1351.59
I03192,T005,20240929,1107.04,46.7,1799.85
I03193,T003,20220317,950.52,24.6,1884.63
I03194,T001,20210818,1291.23,73.8,1431.52
I03195,T004,20241215,1045.94,76.0,932.0
I03196,T005,20240509,775.12,59.8,1498.45
I03197,T005,20230518,2184.5,23.9,1042.46
I03198,T003,20240210,605.04,36.4,1136.48
I03199,T004,20200912,2205.07,10.6,1482.21
I03200,T002,20211229,2254.65,81.3,2353.59
I03201,T004,20230202,666.55,57.6,1424.73
I03202,T004,20201125,747.51,40.5,2312.29
I03203,T003,20220414,1276.92,82.2,1442.98
I03204,T003,20211228,2138.08,45.7,1591.44
I03205,T002,20230118,2501.63,31.4,1491.68
I03206,T002,20240425,623.11,14.3,754.73
I03207,T005,20200103,2462.83,41.2,972.17
I03208,T005,20220828,2969.85,52.2,1335.87
I03209,T005,20240101,1837.12,60.9,1366.82
I03210,T001,20200526,1863.4,16.6,2132.46
I03211,T003,20201212,1642.85,12.8,1577.64
I03212,T002,20220206,878.15,12.0,1712.2
I03213,T002,20220926,874.53,21.7,2329.81
I03214,T005,20220418,2801.5,97.5,989.52
I03215,T001,20230613,690.33,84.4,2463.31
I03216,T001,20200215,827.47,69.4,2487.32
I03217,T005,20200706,2378.32,67.1,1313.91
I03218,T002,20220730,1944.79,86.1,1379.81
I03219,T001,20240906,976.13,65.9,2280.77
I03220,T005,20210814,549.23,81.2,1432.74
I03221,T002,20230808,754.13,89.5,2004.62
I03222,T003,20200522,687.14,39.0,926.16
I03223,T003,20210802,2237.67,17.8,694.56
I03224,T003,20211029,1952.99,62.3,735.63
I03225,T002,20211225,2889.95,76.0,1240.86
I03226,T001,20200709,667.95,48.8,1454.29
I03227,T002,20221011,1423.21,52.0,2074.64
I03228,T002,20200715,2710.86,23.5,1928.61
I03229,T004,20240710,1469.79,82.1,648.96
I03230,T003,20201208,2541.73,56.7,664.82
I03231,T004,20200321,2428.2,39.5,1094.79
I03232,T003,20201106,2868.42,20.5,1610.18
I03233,T001,20200124,683.13,66.9,2197.92
I03234,T005,20240723,1213.62,14.1,525.17
I03235,T002,20201224,2084.2,83.9,1030.91
I03236,T005,20240709,504.73,60.8,1942.07
I03237,T001,20230418,2603.24,95.8,1208.6
I03238,T001,20230612,672.2,36.3,1333.29
I03239,T003,20240708,2449.83,88.6,1898.06
I03240,T005,20220225,1993.4,13.4,2486.42
I03241,T005,20200528,623.5,95.3,690.93
I03242,T001,20200129,2849.75,75.0,1183.69
I03243,T005,20220820,1969.04,83.0,553.78
I03244,T004,20220626,2479.88,32.5,527.65
I03245,T001,20221002,1373.39,51.0,2247.47
I03246,T004,20210209,1201.84,27.5,1771.43
I03247,T005,20210912,981.73,36.2,665.67
I03248,T004,20221029,1187.88,18.9,2176.38
I03249,T002,20230906,2529.22,52.1,1938.9
I03250,T004,20210324,653.5,78.6,2299.57
I03251,T004,20220323,1252.31,91.7,1220.46
I03252,T003,20220407,1155.81,55.5,977.99
I03253,T005,20241207,1329.75,15.4,1441.29
I03254,T004,20200621,2649.11,16.4,1868.9
I03255,T005,20221112,2878.55,73.0,1453.46
I03256,T003,20230201,762.45,29.1,1546.54
I03257,T003,20200705,985.04,93.8,1745.89
I03258,T003,20220101,2712.54,92.9,705.44
I03259,T004,20210828,1892.1,39.9,1186.75
I03260,T001,20210707,1814.11,58.4,1218.05
I03261,T001,20221117,2424.24,41.8,1094.72
I03262,T001,20240530,2736.48,17.5,905.02
I03263,T005,20230418,937.78,64.0,1102.9
I03264,T002,20240428,812.04,25.2,894.29
I03265,T001,20230626,2340.76,76.2,504.55
I03266,T004,20210124,2095.65,92.1,1650.67
I03267,T001,20230502,1017.54,18.1,1443.5
I03268,T004,20210612,532.38,31.8,1842.73
I03269,T001,20240902,1176.82,44.3,2226.86
I03270,T002,20231225,2176.5,78.3,584.67
I03271,T003,20240722,2638.48,81.0,2458.99
I03272,T002,20230906,1719.45,35.7,1199.56
I03273,T002,20240814,1508.56,53.1,2166.44
I03274,T004,20241209,1308.85,76.4,1420.54
I03275,T002,20211031,971.59,48.6,1625.24
I03276,T004,20220129,862.39,66.3,2224.02
I03277,T003,20200903,2798.8,41.3,2352.82
I03278,T005,20220502,867.62,87.3,1213.56
I03279,T001,20200401,1626.34,46.7,1217.05
I03280,T005,20230912,1505.87,32.4,2155.83
I03281,T003,20230316,1821.91,67.0,1534.37
I03282,T002,20241119,2817.66,59.7,960.01
I03283,T002,20220817,739.32,49.5,787.78
I03284,T002,20220710,2665.63,38.7,1003.11
I03285,T001,20240627,658.26,58.9,1234.1
I03286,T001,20240120,2239.13,11.4,1755.4
I03287,T003,20200801,2387.97,78.9,1170.86
I03288,T001,20220221,2497.51,65.7,633.2
I03289,T003,20230826,1940.78,32.5,2402.88
I03290,T002,20220131,1055.32,72.8,1679.98
I03291,T003,20220810,1285.49,20.3,1933.92
I03292,T002,20220210,2400.04,77.0,1937.41
I03293,T001,20210813,1723.27,50.7,2453.78
I03294,T001,20210610,1053.57,39.9,572.66
I03295,T003,20210930,1285.16,77.9,1160.69
I03296,T002,20200614,1642.34,53.6,2287.93
I03297,T003,20220228,857.22,61.5,510.96
I03298,T004,20230313,793.97,89.5,1911.61
I03299,T005,20211015,1596.35,13.8,2316.94
I03300,T001,20210414,1911.0,90.8,2342.29
I03301,T005,20230214,1939.79,78.9,1328.21
I03302,T005,20240107,1764.46,54.0,2089.57
I03303,T002,20240104,1825.55,78.7,1332.02
I03304,T005,20240330,2892.44,77.1,1637.89
I03305,T003,20211003,506.64,67.6,672.76
I03306,T002,20240219,2314.21,44.9,2257.69
I03307,T005,20210816,552.16,34.8,737.96
I03308,T004,20230811,2100.11,77.6,2486.87
I03309,T001,20220728,937.51,88.6,2453.61
I03310,T001,20200606,2194.72,94.8,915.18
I03311,T001,20200114,854.01,28.8,1622.94
I03312,T005,20230517,1077.22,89.6,932.4
I03313,T001,20200706,566.66,94.0,2167.21
I03314,T002,20231020,2347.05,90.0,2261.56
I03315,T004,20240313,620.98,45.6,536.96
I03316,T003,20240428,2827.34,26.0,2021.3
I03317,T005,20240527,1179.06,41.0,1089.42
I03318,T002,20220321,1300.59,20.7,1069.16
I03319,T001,20241108,2617.5,26.0,1389.97
I03320,T002,20241007,977.15,77.0,1861.19
I03321,T004,20200805,1636.92,56.7,2474.33
I03322,T005,20201213,2643.57,86.1,1506.3
I03323,T004,20200409,2073.02,49.2,984.5
I03324,T003,20220318,1733.07,49.4,1709.4
I03325,T002,20200920,689.28,74.7,1227.78
I03326,T003,20231012,584.99,20.6,1841.29
I03327,T005,20210126,2871.69,44.9,2473.64
I03328,T004,20210320,2539.15,29.1,737.86
I03329,T001,20240214,1788.14,13.2,1517.3
I03330,T005,20230919,2791.41,98.2,1790.02
I03331,T001,20220506,2886.68,25.0,1185.51
I03332,T001,20220328,667.75,79.5,509.96
I03333,T003,20200421,2886.77,70.5,1539.48
I03334,T002,20220423,1109.14,73.7,2320.61
I03335,T003,20230907,1868.04,21.8,2497.03
I03336,T005,20240725,2516.36,61.2,1100.49
I03337,T004,20221222,893.49,13.0,1663.17
I03338,T001,20240728,2311.99,76.5,1064.57
I03339,T002,20200829,1637.23,92.2,1079.11
I03340,T003,20231022,2496.24,25.8,1362.59
I03341,T003,20211130,678.44,98.2,2262.48
I03342,T002,20230118,1815.04,52.2,1886.96
I03343,T004,20210226,1394.21,24.0,2240.72
I03344,T005,20240319,2160.39,66.2,806.81
I03345,T003,20200821,2066.3,66.9,1216.76
I03346,T005,20240624,1685.17,51.0,2333.19
I03347,T002,20230106,1899.17,22.5,1865.15
I03348,T004,20240213,940.98,72.7,867.95
I03349,T002,20240410,2211.71,70.6,528.1
I03350,T005,20211115,2364.48,55.0,696.61
I03351,T001,20220904,726.26,26.6,884.04
I03352,T004,20200216,2709.26,43.4,1609.91
I03353,T001,20221001,1935.38,75.5,1835.09
I03354,T004,20230904,2986.93,20.8,784.83
I03355,T005,20200507,2438.75,49.0,1923.11
I03356,T001,20210912,2756.44,42.3,2425.17
I03357,T004,20210313,859.06,80.4,1964.84
I03358,T005,20200614,2733.32,17.8,1054.19
I03359,T001,20220112,1347.12,50.5,1208.46
I03360,T005,20221117,1856.2,11.3,750.98
I03361,T003,20210510,1806.63,73.9,2211.23
I03362,T003,20210801,981.46,30.9,1340.1
I03363,T003,20241102,1836.77,99.2,1266.51
I03364,T004,20230131,1260.5,66.1,2471.13
I03365,T002,20200226,2782.03,17.6,2218.9
I03366,T002,20240523,1276.89,64.8,607.37
I03367,T001,20240306,771.4,17.9,660.86
I03368,T005,20230219,1196.57,29.7,671.33
I03369,T005,20241003,595.46,57.6,2331.63
I03370,T005,20201203,816.74,46.6,1408.21
I03371,T003,20210611,1095.82,15.4,2039.5
I03372,T002,20231126,1050.47,71.0,2456.64
I03373,T002,20231109,1997.08,59.4,591.46
I03374,T003,20220125,686.68,41.4,2318.51
I03375,T005,20221116,1492.18,14.1,1604.06
I03376,T002,20201107,1813.55,84.1,1529.07
I03377,T001,20220511,1910.4,27.1,774.61
I03378,T005,20210110,1084.53,10.3,1649.15
I03379,T001,20210411,1208.51,59.8,1806.12
I03380,T004,20201008,1277.5,35.0,1102.28
I03381,T001,20211205,2955.91,22.6,1434.71
I03382,T004,20211209,1364.1,80.1,1874.66
I03383,T004,20230324,673.8,23.3,573.51
I03384,T005,20241024,2959.5,40.0,1045.67
I03385,T004,20201007,1314.66,70.8,1447.79
I03386,T003,20200911,530.42,14.8,1722.89
I03387,T002,20220604,2188.85,35.0,2077.89
I03388,T005,20230325,2677.12,96.5,927.83
I03389,T001,20240402,1862.67,12.0,1323.55
I03390,T005,20230504,1771.05,46.1,1246.39
I03391,T001,20210403,1401.31,53.3,2319.61
I03392,T003,20220408,1864.13,32.4,1726.88
I03393,T005,20211226,2038.95,29.8,1231.0
I03394,T004,20220319,1244.82,25.2,1784.01
I03395,T001,20241130,2044.43,43.4,2227.0
I03396,T003,20201018,1683.44,26.6,2349.76
I03397,T001,20201021,1376.88,38.0,2356.54
I03398,T003,20210718,2030.84,39.6,936.87
I03399,T002,20210812,1672.66,34.4,1661.56
I03400,T003,20230524,758.65,61.8,1446.32
I03401,T002,20230531,2476.35,28.9,1718.24
I03402,T005,20230712,2881.59,38.1,1997.1
I03403,T004,20240505,505.99,10.7,2359.25
I03404,T005,20221225,2802.02,62.8,600.26
I03405,T004,20210117,583.56,81.3,963.11
I03406,T004,20240922,2794.01,41.9,913.38
I03407,T004,20220325,1687.52,41.5,1073.4
I03408,T004,20210628,1852.18,75.2,1352.18
I03409,T002,20201213,2716.95,32.4,1013.86
I03410,T004,20220113,1979.58,19.2,2358.08
I03411,T004,20230405,1143.71,79.4,1379.38
I03412,T004,20241108,2392.32,54.2,543.02
I03413,T002,20220423,2530.3,62.0,2446.03
I03414,T003,20200420,2116.11,45.0,1903.07
I03415,T005,20201008,550.39,89.3,1063.07
I03416,T003,20211121,2044.28,98.3,1112.43
I03417,T002,20220124,2477.73,55.8,1453.81
I03418,T003,20200928,2434.13,59.2,1888.6
I03419,T005,20210526,1887.25,81.6,1830.38
I03420,T005,20210422,1217.18,34.2,2109.49
I03421,T005,20230204,1465.45,55.2,2412.6
I03422,T001,20220121,2625.42,40.3,1407.14
I03423,T004,20220108,1121.8,24.2,1454.34
I03424,T005,20200108,1410.0,20.6,1608.22
I03425,T004,20221215,857.08,87.4,733.76
I03426,T003,20200418,2122.25,97.3,1801.73
I03427,T002,20210201,544.91,23.7,624.08
I03428,T005,20231013,1489.1,39.8,2130.33
I03429,T004,20210422,662.47,29.1,1318.63
I03430,T001,20210803,2393.23,63.2,2288.66
I03431,T004,20200914,2864.05,61.5,2224.45
I03432,T001,20231218,2586.6,46.8,1667.17
I03433,T002,20200829,2673.69,55.6,2150.43
I03434,T004,20210929,2547.08,67.2,1829.39
I03435,T005,20211108,2708.36,81.4,2233.78
I03436,T004,20240808,1968.62,46.6,715.74
I03437,T002,20220809,803.62,57.5,1385.96
I03438,T001,20210306,1929.37,88.5,1580.03
I03439,T003,20230702,1074.16,62.2,2142.77
I03440,T004,20201203,2869.5,57.2,2444.89
I03441,T003,20220117,1865.02,28.5,2308.05
I03442,T001,20200925,725.46,12.7,1349.34
I03443,T005,20200815,1267.25,40.4,746.8
I03444,T003,20221013,1687.41,11.8,1559.41
I03445,T005,20211114,2819.93,26.4,1929.11
I03446,T005,20210428,1857.15,22.5,749.11
I03447,T002,20200926,1994.59,73.1,991.6
I03448,T004,20211204,1187.48,71.7,1092.78
I03449,T003,20221203,2576.97,22.1,1254.9
I03450,T002,20241126,845.63,28.6,508.22
I03451,T002,20230627,1263.5,40.7,1116.32
I03452,T003,20240314,1139.76,81.4,594.71
I03453,T001,20200304,864.29,66.4,1440.51
I03454,T005,20200512,1680.51,67.7,1098.02
I03455,T002,20231122,2646.23,89.4,517.69
I03456,T001,20230326,964.71,90.3,2343.55
I03457,T003,20230322,555.08,11.5,1572.42
I03458,T001,20210622,2415.08,31.0,1180.35
I03459,T005,20220828,2061.54,87.1,2445.77
I03460,T005,20231018,2331.72,48.3,2465.06
I03461,T003,20220911,1183.06,61.1,1762.66
I03462,T005,20230807,2888.08,51.8,542.74
I03463,T004,20210619,818.52,59.7,2383.52
I03464,T004,20240726,1149.51,66.5,790.07
I03465,T004,20220422,1611.98,23.4,1729.13
I03466,T002,20220202,2891.58,28.4,1001.62
I03467,T002,20220630,1525.18,45.9,2429.85
I03468,T003,20230829,1505.5,80.0,1781.74
I03469,T004,20221007,1681.12,95.4,2401.77
I03470,T004,20241208,2175.96,47.8,987.8
I03471,T002,20201208,757.54,22.4,2402.71
I03472,T001,20210630,1777.04,96.2,1127.08
I03473,T005,20230513,545.72,16.8,803.3
I03474,T001,20220711,1458.77,44.0,1023.68
I03475,T003,20240807,1608.32,15.1,1436.19
I03476,T004,20200620,1010.61,57.1,1687.47
I03477,T001,20200413,1073.06,48.9,639.85
I03478,T004,20220506,676.12,51.4,2095.51
I03479,T002,20210110,2929.74,53.8,1432.67
I03480,T004,20210327,2269.31,49.7,2123.41
I03481,T004,20230112,981.81,58.2,892.74
I03482,T005,20200915,1023.23,75.2,2009.06
I03483,T004,20201012,977.7,87.7,785.92
I03484,T002,20240718,1545.57,72.2,1989.9
I03485,T002,20231009,2966.36,49.9,788.69
I03486,T005,20210513,2341.99,29.9,1169.92
I03487,T005,20221013,2685.04,38.2,2460.54
I03488,T003,20240501,2635.35,81.8,2101.96
I03489,T004,20201129,2104.12,60.8,1536.81
I03490,T001,20230326,775.13,55.3,587.95
I03491,T003,20221004,1589.9,61.2,2249.26
I03492,T001,20200607,2155.54,93.6,2489.51
I03493,T005,20221023,1910.61,27.8,2244.0
I03494,T004,20230926,2684.1,62.0,749.98
I03495,T003,20220512,2213.47,10.4,2433.99
I03496,T001,20230308,1074.7,80.5,2416.49
I03497,T001,20200107,763.94,51.2,2162.57
I03498,T001,20200226,2235.9,91.9,678.46
I03499,T005,20231211,1759.13,33.4,813.54
I03500,T001,20230511,1875.42,61.3,569.32
I03501,T002,20220725,1989.4,25.5,562.82
I03502,T002,20230816,2261.21,51.9,2471.04
I03503,T003,20230424,1081.83,67.0,592.85
I03504,T003,20241220,2965.95,46.8,1382.26
I03505,T005,20210720,1485.77,30.9,1987.07
I03506,T004,20200430,1777.1,85.0,1281.4
I03507,T001,20230212,752.14,99.3,767.71
I03508,T002,20240911,834.11,25.4,2026.87
I03509,T002,20220116,2828.54,89.5,1614.5
I03510,T002,20240518,682.81,42.8,643.06
I03511,T004,20231018,2935.62,52.1,1308.13
I03512,T005,20220110,1668.8,45.2,1613.75
I03513,T004,20220922,1572.99,78.3,969.41
I03514,T005,20221029,1644.97,99.1,2034.19
I03515,T002,20231124,577.27,28.4,1372.37
I03516,T004,20230202,2149.47,30.0,564.02
I03517,T005,20240420,1924.71,90.1,1939.89
I03518,T005,20231027,2270.42,29.6,2369.78
I03519,T001,20220103,1453.34,84.8,1497.63
I03520,T005,20231021,1242.14,87.6,583.68
I03521,T005,20230526,2377.92,65.1,1351.37
I03522,T003,20220309,808.75,51.4,2381.96
I03523,T004,20201105,2917.63,87.8,1520.37
I03524,T003,20211022,2222.0,75.2,1600.81
I03525,T002,20210309,2945.02,69.8,1591.23
I03526,T001,20210308,2603.61,40.3,2265.43
I03527,T005,20231105,2807.67,54.1,2090.42
I03528,T002,20240525,2241.44,12.0,1609.56
I03529,T004,20200403,2229.34,37.0,842.78
I03530,T004,20201009,976.18,78.1,2310.3
I03531,T001,20240822,1791.15,45.9,1874.95
I03532,T003,20201228,2169.42,14.0,1253.42
I03533,T003,20240507,2977.1,48.0,744.98
I03534,T003,20240331,2696.73,18.2,2002.21
I03535,T005,20210114,2396.28,80.6,1655.97
I03536,T005,20210729,1456.4,27.7,910.74
I03537,T003,20200412,1462.13,87.0,839.45
I03538,T001,20220922,1175.23,41.4,2061.72
I03539,T003,20200623,1125.6,87.7,2463.08
I03540,T001,20220911,2713.77,20.1,1473.33
I03541,T003,20240303,2070.45,62.0,2440.81
I03542,T005,20231124,2691.29,24.3,1074.04
I03543,T005,20240910,2374.99,30.7,2211.78
I03544,T005,20240603,2798.11,28.3,1683.67
I03545,T004,20200605,598.47,68.7,751.63
I03546,T002,20240114,1894.04,63.7,1323.28
I03547,T001,20200517,2449.22,12.8,1519.65
I03548,T004,20201211,2536.38,84.3,1628.36
I03549,T005,20211016,503.43,92.3,972.27
I03550,T001,20230107,1444.63,72.9,2162.66
I03551,T001,20240111,1561.52,64.3,1837.49
I03552,T005,20220814,1008.27,37.2,1435.53
I03553,T005,20210819,1166.35,88.2,660.76
I03554,T004,20230502,2714.66,87.7,731.48
I03555,T004,20220409,1835.42,73.9,1394.5
I03556,T002,20210102,963.37,52.2,521.28
I03557,T002,20200201,1425.02,92.6,2266.9
I03558,T002,20210801,506.01,96.7,1426.33
I03559,T002,20200818,1693.76,19.3,2189.29
I03560,T004,20221024,1736.18,68.6,907.1
I03561,T004,20230309,855.3,59.4,977.6
I03562,T005,20220702,936.0,91.1,1564.79
I03563,T002,20240427,2896.43,56.1,990.76
I03564,T002,20220220,2935.64,26.2,2439.57
I03565,T001,20200413,951.03,45.5,926.88
I03566,T003,20201111,1769.39,14.5,2225.2
I03567,T002,20200622,1688.18,21.1,1164.95
I03568,T005,20220607,1699.0,39.2,1983.66
I03569,T001,20220830,642.04,16.7,1036.38
I03570,T001,20240229,2083.61,81.6,1272.8
I03571,T003,20220813,787.0,14.4,1077.74
I03572,T005,20200816,1504.05,77.1,614.81
I03573,T002,20231105,2288.16,50.3,1510.43
I03574,T001,20230701,2453.87,18.9,1627.98
I03575,T001,20231213,2653.11,52.0,1284.07
I03576,T004,20230108,2562.24,14.7,824.26
I03577,T004,20230610,1794.29,56.8,1788.58
I03578,T005,20231124,2293.38,62.7,1085.74
I03579,T002,20210111,508.56,70.4,2322.38
I03580,T005,20200607,663.68,38.5,1482.26
I03581,T005,20231108,1135.88,17.1,614.67
I03582,T002,20220928,548.38,95.2,554.26
I03583,T002,20210805,2247.4,70.3,868.02
I03584,T004,20230308,645.83,67.1,959.15
I03585,T005,20230814,1533.9,42.0,2232.85
I03586,T003,20220413,778.38,55.7,1874.95
I03587,T002,20230803,2057.61,83.8,1447.27
I03588,T001,20200128,2436.62,91.8,1046.72
I03589,T005,20221213,1508.02,88.9,2331.61
I03590,T003,20200413,1548.39,41.2,1105.64
I03591,T004,20231120,1695.35,46.6,1264.29
I03592,T005,20220903,1948.95,88.3,1097.25
I03593,T001,20220805,1041.18,70.0,2366.23
I03594,T003,20210807,2810.1,92.7,1125.3
I03595,T001,20230529,2360.72,33.4,1019.15
I03596,T002,20210104,973.94,73.3,2096.96
I03597,T004,20210901,581.86,42.2,1130.41
I03598,T004,20240416,2741.15,71.4,2049.96
I03599,T005,20240915,1101.35,27.7,985.11
I03600,T003,20200102,985.86,29.6,1001.07
I03601,T004,20230921,758.91,44.3,1582.21
I03602,T001,20220914,2581.53,40.5,546.42
I03603,T004,20210207,1201.39,40.2,707.36
I03604,T004,20200321,1290.41,34.6,709.19
I03605,T004,20231019,772.26,58.5,2069.12
I03606,T002,20230519,511.32,18.1,554.5
I03607,T005,20200202,956.7,69.3,2424.01
I03608,T004,20200307,2682.93,67.1,2293.72
I03609,T004,20210721,2068.63,93.2,2054.75
I03610,T004,20230819,2737.67,14.7,2338.67
I03611,T003,20230117,1567.03,16.8,1786.52
I03612,T005,20211120,2499.64,34.3,1697.53
I03613,T004,20240225,1033.55,16.7,2154.07
I03614,T004,20240814,2917.32,42.3,788.98
I03615,T001,20230219,2105.86,33.9,1481.77
I03616,T002,20201030,686.32,47.1,1668.52
I03617,T003,20200625,1393.06,96.9,2012.69
