Yield_ID,Crop_ID,Date_ID,Area_Hectares,Yield_kg,Fertilizer_Used,Rainfall_mm
Y01765,C008,20200110,1.16,3989.8,95.5,295.7
Y01766,C006,20200411,2.77,3914.6,189.9,290.2
Y01767,C004,20220613,4.73,1009.8,277.9,181.6
Y01768,C006,20210322,1.31,1182.5,297.8,61.3
Y01769,C008,20200808,2.65,4653.2,117.1,239.4
Y01770,C002,20240204,3.21,2089.0,202.2,144.0
Y01771,C008,20200125,3.78,1649.8,225.4,75.5
Y01772,C003,20210317,3.16,4361.8,146.3,72.8
Y01773,C008,20211018,4.81,1897.9,293.8,115.4
Y01774,C004,20230530,2.45,829.3,64.7,218.6
Y01775,C007,20210128,3.53,2523.9,98.0,62.7
Y01776,C004,20210506,4.85,1683.0,265.7,289.6
Y01777,C001,20220817,2.74,4587.6,67.8,249.9
Y01778,C006,20220226,4.87,1145.3,207.5,162.5
Y01779,C001,20241218,1.44,2473.2,157.5,294.8
Y01780,C003,20240830,4.44,2144.2,68.5,139.3
Y01781,C002,20201202,4.83,4822.4,206.1,283.8
Y01782,C006,20221013,4.05,528.9,160.7,51.8
Y01783,C007,20240705,2.93,3732.1,168.8,140.7
Y01784,C005,20211119,4.42,3310.9,297.5,173.7
Y01785,C001,20210517,4.64,1638.6,260.5,191.0
Y01786,C008,20220112,2.81,952.2,92.2,245.7
Y01787,C006,20210305,2.3,612.0,203.8,180.6
Y01788,C002,20220907,1.95,686.7,295.7,104.4
Y01789,C001,20241108,2.0,3222.5,162.8,157.6
Y01790,C005,20210607,3.32,1336.4,127.3,277.8
Y01791,C007,20220205,1.59,656.6,111.5,239.6
Y01792,C008,20210615,2.75,4288.0,62.5,249.8
Y01793,C007,20201219,1.75,2184.8,276.5,160.3
Y01794,C003,20201030,4.04,1446.1,128.0,75.2
Y01795,C002,20210730,3.35,646.1,288.5,150.5
Y01796,C008,20220930,1.32,2952.3,223.6,90.5
Y01797,C008,20230825,1.43,4724.9,259.9,99.3
Y01798,C004,20240616,2.71,4141.0,126.1,239.6
Y01799,C007,20230310,1.16,2018.8,110.4,51.9
Y01800,C007,20210424,3.73,1855.3,225.7,108.2
Y01801,C008,20200301,1.48,3282.2,200.0,92.9
Y01802,C002,20200925,2.27,3169.2,64.5,216.9
Y01803,C001,20230112,4.39,4886.2,177.8,123.2
Y01804,C004,20230614,4.86,1906.7,182.3,225.1
Y01805,C006,20241111,2.58,1553.4,277.2,194.6
Y01806,C007,20230427,1.29,1234.1,294.1,275.8
Y01807,C004,20200516,1.84,1874.3,51.9,163.3
Y01808,C003,20210813,1.33,1436.8,72.9,230.8
Y01809,C004,20201123,1.56,1977.5,214.6,260.0
Y01810,C007,20200502,2.15,1939.7,178.1,173.6
Y01811,C002,20220326,4.27,3599.7,223.2,112.7
Y01812,C001,20210912,4.6,3239.8,246.4,290.9
Y01813,C007,20231020,3.06,916.4,254.5,257.7
Y01814,C004,20200308,3.27,3521.7,216.6,129.8
Y01815,C004,20231021,1.5,4652.3,55.2,142.2
Y01816,C002,20200401,1.21,4916.5,234.2,294.5
Y01817,C005,20200328,3.22,1853.0,114.5,289.9
Y01818,C002,20210914,1.91,1579.8,146.5,256.0
Y01819,C007,20240426,1.45,1700.7,90.3,213.3
Y01820,C001,20230118,4.5,623.8,159.5,222.7
Y01821,C008,20200503,4.44,2268.4,262.9,232.5
Y01822,C004,20221220,1.57,3718.6,73.2,296.6
Y01823,C006,20230725,4.79,4715.0,136.6,209.4
Y01824,C008,20221210,3.03,644.0,229.8,182.2
Y01825,C006,20210227,3.65,1686.2,75.8,142.0
Y01826,C008,20240814,4.76,4459.0,174.9,70.6
Y01827,C004,20230217,4.4,2151.7,92.2,221.0
Y01828,C008,20200808,4.22,1790.8,290.8,139.7
Y01829,C006,20201005,2.93,4381.3,227.5,118.4
Y01830,C008,20220408,3.11,3172.4,174.3,171.1
Y01831,C006,20240120,4.83,4922.5,173.0,172.4
Y01832,C003,20210911,3.11,4319.8,65.4,245.2
Y01833,C005,20220517,1.06,1927.1,53.6,55.9
Y01834,C001,20220729,4.53,692.3,196.2,194.6
Y01835,C002,20220119,1.29,2513.9,285.1,115.6
Y01836,C003,20230503,4.33,2902.3,106.3,103.8
Y01837,C008,20220819,2.21,2524.5,203.3,190.3
Y01838,C005,20241207,2.37,3499.2,159.2,156.2
Y01839,C007,20230905,2.48,1402.1,228.4,95.9
Y01840,C005,20240826,2.99,3618.9,187.4,259.3
Y01841,C001,20230505,3.84,807.2,139.6,170.5
Y01842,C004,20210531,2.93,781.3,295.6,63.8
Y01843,C002,20210323,4.08,2746.1,267.3,195.3
Y01844,C007,20211117,2.89,1098.1,238.8,223.3
Y01845,C005,20220821,2.69,4433.6,181.8,200.3
Y01846,C001,20200719,3.64,1731.8,298.5,94.5
Y01847,C005,20210423,1.27,4318.5,118.4,121.1
Y01848,C001,20211225,1.69,2235.5,57.8,229.5
Y01849,C006,20211004,4.78,4782.5,283.0,187.2
Y01850,C005,20200514,4.26,1479.8,127.4,109.6
Y01851,C007,20220822,1.7,4075.7,224.8,169.5
Y01852,C008,20221120,4.87,2433.1,156.8,108.9
Y01853,C002,20220802,3.57,939.3,80.8,133.3
Y01854,C003,20221224,4.47,2945.6,154.9,84.7
Y01855,C003,20231007,4.03,4202.6,154.5,100.5
Y01856,C005,20200828,3.71,2116.7,286.2,248.7
Y01857,C001,20241002,4.44,1375.2,296.3,168.8
Y01858,C007,20221118,4.51,1184.2,144.3,63.4
Y01859,C008,20220201,1.23,3719.1,192.4,162.8
Y01860,C002,20240526,4.75,2514.1,162.6,259.1
Y01861,C007,20210601,4.08,1935.1,92.0,197.9
Y01862,C007,20240219,2.57,2499.4,102.9,171.5
Y01863,C001,20220731,4.31,893.0,262.4,181.2
Y01864,C008,20200214,4.98,2987.2,119.9,235.1
Y01865,C007,20230406,1.3,790.0,288.2,171.9
Y01866,C008,20230104,4.49,2825.0,267.8,290.3
Y01867,C001,20240517,3.69,2400.2,92.9,129.0
Y01868,C008,20200428,2.33,4929.3,142.2,199.3
Y01869,C003,20201225,3.46,2233.5,160.1,250.4
Y01870,C006,20240905,1.4,1195.2,202.5,68.4
Y01871,C005,20240324,3.54,3111.9,83.6,89.4
Y01872,C007,20240109,4.28,594.5,182.6,298.0
Y01873,C007,20200723,3.53,3591.6,102.3,276.9
Y01874,C007,20240711,1.66,1706.4,286.3,149.8
Y01875,C001,20221116,3.38,4891.3,263.8,170.6
Y01876,C001,20200723,4.75,1613.1,230.9,280.9
Y01877,C004,20201030,1.28,2633.1,207.6,260.1
Y01878,C008,20200628,3.23,4646.5,51.8,158.0
Y01879,C005,20241008,3.93,1588.3,166.7,183.6
Y01880,C008,20200902,2.65,4132.5,100.0,124.8
Y01881,C006,20221125,1.52,657.6,70.5,263.8
Y01882,C008,20220112,2.13,1953.2,98.4,192.2
Y01883,C007,20241209,4.18,4503.9,201.1,118.8
Y01884,C001,20201111,1.09,1229.7,143.7,178.2
Y01885,C007,20230713,2.94,3799.7,283.2,155.5
Y01886,C005,20220309,4.25,3464.0,293.7,86.3
Y01887,C002,20200827,1.23,2096.2,97.8,175.0
Y01888,C002,20210216,1.59,3242.9,221.8,174.8
Y01889,C007,20221209,1.76,2143.7,87.9,127.3
Y01890,C005,20220123,2.69,1772.2,150.7,274.8
Y01891,C005,20211028,3.54,1293.4,262.0,138.9
Y01892,C004,20241106,1.03,3257.6,205.8,88.5
Y01893,C005,20220422,1.36,3311.7,174.2,149.1
Y01894,C007,20200429,4.6,2125.0,72.1,115.3
Y01895,C001,20211220,3.59,4589.5,209.7,257.0
Y01896,C006,20240723,1.26,971.4,235.2,298.6
Y01897,C003,20200330,3.48,1567.6,155.1,95.2
Y01898,C005,20230518,1.14,1688.8,235.7,274.3
Y01899,C006,20240523,1.78,1449.7,152.8,199.1
Y01900,C007,20210820,2.45,2995.4,297.9,200.7
Y01901,C002,20200804,4.06,3146.9,283.2,89.0
Y01902,C002,20220630,3.36,2622.0,181.5,271.3
Y01903,C006,20240923,1.93,842.6,182.1,267.9
Y01904,C001,20231220,2.31,4143.7,297.4,81.9
Y01905,C008,20200819,1.41,4134.6,128.3,227.0
Y01906,C005,20200611,2.99,4225.0,225.7,254.2
Y01907,C008,20230126,3.09,4508.9,251.1,238.8
Y01908,C005,20220308,3.52,3602.7,251.8,166.1
Y01909,C004,20200803,2.19,2839.1,227.0,65.1
Y01910,C005,20230706,1.29,4376.2,72.1,296.8
Y01911,C008,20240826,3.14,4825.6,85.6,269.2
Y01912,C007,20230902,1.76,3974.9,52.8,255.4
Y01913,C005,20240428,3.97,970.3,203.4,223.6
Y01914,C005,20230321,3.03,2753.6,74.1,224.7
Y01915,C004,20200612,4.49,2486.3,58.2,239.9
Y01916,C002,20230512,4.13,526.1,191.4,165.8
Y01917,C005,20210612,4.56,564.2,206.5,278.3
Y01918,C005,20240108,4.65,1846.1,166.9,274.6
Y01919,C007,20201021,1.15,4437.8,296.5,296.7
Y01920,C001,20200711,1.91,4591.6,222.9,119.3
Y01921,C004,20220825,4.76,1695.5,57.7,130.1
Y01922,C002,20231102,4.53,4340.5,110.5,143.3
Y01923,C005,20230926,2.24,4500.9,182.7,88.1
Y01924,C006,20220201,4.61,4325.6,184.0,81.5
Y01925,C002,20220831,3.42,1429.2,108.7,58.2
Y01926,C003,20241229,1.51,2670.5,160.3,59.6
Y01927,C007,20221104,4.48,1190.5,126.6,159.3
Y01928,C007,20221113,4.26,1152.9,66.2,259.1
Y01929,C001,20220121,2.61,4610.5,71.2,59.1
Y01930,C004,20200423,4.94,4073.5,274.0,169.0
Y01931,C006,20230611,2.04,3958.4,191.6,123.9
Y01932,C008,20230324,2.47,4029.6,188.6,240.3
Y01933,C002,20230204,2.45,2070.1,82.7,136.7
Y01934,C004,20211222,3.15,3565.0,109.6,137.8
Y01935,C003,20240211,2.65,849.1,221.8,112.9
Y01936,C007,20220930,1.05,1687.9,172.1,238.0
Y01937,C003,20211205,1.18,959.7,215.2,203.5
Y01938,C007,20220325,2.68,1452.4,111.4,233.2
Y01939,C001,20221206,3.14,1214.4,193.0,183.5
Y01940,C008,20210701,1.43,2253.2,204.9,56.3
Y01941,C003,20200603,4.12,4263.6,155.6,208.1
Y01942,C001,20240602,4.15,1076.4,195.1,57.9
Y01943,C008,20210607,4.82,1118.4,280.6,79.6
Y01944,C008,20230710,4.23,4607.1,155.2,179.4
Y01945,C007,20210129,1.8,4056.2,208.1,165.2
Y01946,C007,20200125,3.11,2690.0,290.7,297.7
Y01947,C007,20210625,1.84,1950.8,270.1,182.0
Y01948,C008,20200828,3.05,2160.9,192.7,170.9
Y01949,C007,20201226,4.14,1715.2,290.5,79.6
Y01950,C006,20200527,1.12,4165.8,210.8,195.6
Y01951,C002,20240813,1.87,1951.4,129.2,72.6
Y01952,C002,20240317,3.79,2837.4,192.3,168.1
Y01953,C005,20210527,3.03,4358.7,268.2,254.7
Y01954,C005,20230609,3.89,4670.3,275.2,167.1
Y01955,C008,20210612,2.89,1546.8,85.6,160.8
Y01956,C002,20200422,2.74,3519.0,178.5,129.2
Y01957,C002,20201119,2.64,3867.6,219.0,157.4
Y01958,C001,20220728,2.39,3765.3,235.5,146.6
Y01959,C008,20240709,4.88,4602.6,129.0,162.0
Y01960,C003,20230805,3.96,4890.8,76.2,62.7
Y01961,C004,20211007,4.56,4572.6,50.9,289.8
Y01962,C007,20230122,2.97,2838.8,92.6,277.2
Y01963,C004,20241005,4.08,2709.0,54.7,101.2
Y01964,C002,20210221,2.31,4420.7,99.7,212.7
Y01965,C007,20200323,3.6,2341.3,245.0,252.9
Y01966,C004,20211212,4.99,1412.0,169.9,90.2
Y01967,C004,20230531,4.36,1375.0,231.0,240.6
Y01968,C004,20231211,1.87,3781.7,112.1,259.1
Y01969,C005,20220305,3.48,840.6,183.2,181.6
Y01970,C008,20201011,1.4,1098.7,233.0,71.7
Y01971,C008,20220506,2.01,1800.8,253.1,106.5
Y01972,C003,20240531,2.18,1275.7,248.0,92.0
Y01973,C007,20200329,1.99,4305.8,228.8,215.2
Y01974,C008,20230711,2.57,2281.3,57.3,160.3
Y01975,C002,20231218,2.98,3397.7,101.7,133.0
Y01976,C005,20241121,3.56,1456.8,151.6,209.4
Y01977,C005,20200523,4.29,675.3,180.6,228.2
Y01978,C005,20210427,1.53,1645.9,238.4,205.6
Y01979,C001,20241217,2.03,3051.2,173.4,277.0
Y01980,C004,20220514,3.06,2932.7,204.5,253.0
Y01981,C006,20200809,4.19,1219.1,129.8,277.0
Y01982,C008,20240116,1.98,1167.6,291.4,108.9
Y01983,C001,20220829,1.6,3488.0,114.0,254.3
Y01984,C006,20200531,1.97,1462.0,163.1,107.4
Y01985,C006,20200604,3.0,4232.0,61.6,247.1
Y01986,C008,20240607,4.59,3852.4,194.8,283.4
Y01987,C008,20220307,4.31,2594.3,94.3,252.9
Y01988,C001,20201207,3.71,3525.2,246.4,269.5
Y01989,C007,20201222,4.0,1951.8,118.4,113.1
Y01990,C004,20201110,2.24,774.2,90.7,248.1
Y01991,C003,20200114,3.26,2564.5,137.2,138.7
Y01992,C004,20201006,3.54,1344.3,138.1,210.3
Y01993,C004,20221218,2.81,4812.1,207.6,227.0
Y01994,C007,20221121,3.76,2615.4,71.5,58.2
Y01995,C007,20210329,3.2,887.3,137.4,169.6
Y01996,C004,20230207,4.1,4599.3,69.8,95.6
Y01997,C008,20220502,4.84,943.4,181.8,285.8
Y01998,C007,20221025,4.45,2347.1,59.7,281.9
Y01999,C001,20210624,2.97,681.7,146.8,233.8
Y02000,C004,20211116,2.25,1074.9,51.1,210.8
Y02001,C004,20230329,3.05,2536.8,133.6,290.5
Y02002,C006,20231028,4.77,3560.4,213.8,141.9
Y02003,C001,20200926,4.52,3829.5,84.2,242.3
Y02004,C002,20200319,1.54,3349.6,61.0,159.8
Y02005,C005,20211121,3.0,2643.6,106.2,71.6
Y02006,C008,20210611,4.63,3071.9,142.9,192.7
Y02007,C003,20230209,3.73,3710.0,108.8,108.1
Y02008,C007,20240511,2.83,2159.3,260.4,236.2
Y02009,C001,20200220,3.92,2594.0,265.5,277.8
Y02010,C001,20200308,4.2,4298.9,133.3,268.7
Y02011,C003,20210713,4.82,4624.7,159.3,232.0
Y02012,C007,20221201,2.13,2792.5,52.7,50.7
Y02013,C008,20210519,1.59,3002.8,256.4,182.3
Y02014,C007,20220829,4.36,3620.7,73.6,66.1
Y02015,C003,20241203,2.61,1295.2,128.3,211.1
Y02016,C006,20201029,2.87,3803.3,272.8,256.9
Y02017,C004,20211028,1.65,2416.6,104.3,85.6
Y02018,C003,20231125,4.02,4718.4,145.9,55.7
Y02019,C006,20201227,4.81,1636.5,248.6,272.5
Y02020,C007,20210602,2.68,4898.0,69.4,279.4
Y02021,C001,20230908,1.87,4988.3,108.5,50.3
Y02022,C005,20230816,3.59,4238.9,103.3,256.0
Y02023,C005,20241117,2.73,782.8,70.7,181.4
Y02024,C002,20230307,2.79,3827.2,270.8,261.5
Y02025,C004,20230419,3.19,1635.7,253.4,55.1
Y02026,C006,20220510,2.66,3656.9,172.7,114.1
Y02027,C005,20200803,4.38,1995.8,242.7,119.0
Y02028,C008,20200327,3.69,641.5,251.0,50.8
Y02029,C005,20200822,3.98,3627.2,208.4,273.5
Y02030,C006,20200110,2.98,3792.6,155.7,101.2
Y02031,C004,20201108,3.37,4231.4,226.0,165.3
Y02032,C008,20220824,4.57,2330.3,190.4,62.1
Y02033,C006,20210218,2.57,573.4,173.4,220.7
Y02034,C003,20211231,4.43,3264.5,259.6,118.5
Y02035,C006,20210930,1.41,660.0,115.5,195.5
Y02036,C005,20240512,1.01,2721.3,237.8,121.9
Y02037,C006,20200220,1.21,3644.9,264.1,230.3
Y02038,C008,20210309,1.13,3917.1,135.1,215.4
Y02039,C003,20200412,3.02,1236.7,65.6,220.3
Y02040,C002,20200101,1.8,2731.1,102.0,210.1
Y02041,C006,20240406,1.29,1359.0,223.9,127.9
Y02042,C002,20231023,2.48,3273.2,127.7,279.4
Y02043,C006,20210813,3.08,3022.5,71.0,121.5
Y02044,C002,20230609,1.4,4392.3,52.5,226.8
Y02045,C007,20200226,1.63,2275.9,93.5,58.7
Y02046,C007,20211103,4.42,3451.3,98.5,99.9
Y02047,C002,20240619,4.27,2263.2,269.1,57.4
Y02048,C008,20230327,4.74,3545.2,181.2,147.0
Y02049,C008,20210307,2.02,1367.6,205.4,102.5
Y02050,C003,20240527,3.53,2327.7,282.8,132.9
Y02051,C008,20231116,2.38,3953.3,199.4,265.4
Y02052,C004,20240922,4.02,1555.5,268.1,52.2
Y02053,C006,20200309,3.66,525.9,208.6,79.3
Y02054,C001,20210712,3.48,1172.1,273.2,58.3
Y02055,C004,20220721,3.45,4721.1,162.2,158.4
Y02056,C003,20221022,2.03,4289.7,71.5,249.8
Y02057,C007,20211212,1.9,1737.9,260.5,152.7
Y02058,C003,20210414,1.54,4559.1,185.2,214.1
Y02059,C004,20230917,2.19,4912.6,132.4,61.9
Y02060,C006,20230128,1.01,2701.5,221.8,191.0
Y02061,C008,20200228,4.41,2966.4,122.3,185.2
Y02062,C006,20221215,2.58,4393.2,180.6,249.9
Y02063,C001,20231215,4.15,2723.1,200.8,193.4
Y02064,C002,20240121,4.12,4564.4,122.7,194.8
Y02065,C004,20240930,2.15,4341.8,81.6,280.5
Y02066,C008,20221122,4.28,3261.1,193.0,126.2
Y02067,C007,20200914,1.65,1513.0,172.9,242.3
Y02068,C003,20221229,1.75,2707.0,137.3,289.4
Y02069,C006,20220730,2.93,2202.4,185.3,86.4
Y02070,C007,20221228,1.47,3907.4,113.8,94.4
Y02071,C007,20210424,2.6,1625.3,186.0,204.8
Y02072,C002,20240327,4.88,3224.7,162.8,297.7
Y02073,C004,20200406,1.53,2224.6,93.9,261.4
Y02074,C002,20221219,4.43,4748.1,107.7,173.0
Y02075,C004,20240417,1.73,2344.9,142.3,274.1
Y02076,C006,20220929,1.31,3974.1,226.1,110.6
Y02077,C006,20211029,1.36,1970.5,188.3,221.3
Y02078,C002,20230519,4.75,3108.7,85.9,250.6
Y02079,C005,20211210,1.74,2519.7,84.2,64.0
Y02080,C002,20240918,4.67,1780.4,182.1,78.0
Y02081,C006,20200526,3.03,4614.3,118.7,217.3
Y02082,C006,20210124,2.86,3095.1,56.7,83.0
Y02083,C005,20221125,3.67,4927.0,258.4,84.3
Y02084,C002,20200920,3.37,2102.3,104.7,297.7
Y02085,C003,20240919,3.16,736.0,118.7,165.8
Y02086,C008,20240626,2.76,4946.3,237.6,104.6
Y02087,C002,20221107,3.84,1554.5,265.0,81.3
Y02088,C007,20210528,4.86,3148.4,115.4,57.2
Y02089,C007,20210115,2.45,3534.6,65.0,103.0
Y02090,C003,20200719,3.56,2838.0,237.8,215.5
Y02091,C003,20240605,3.97,4033.4,205.1,159.6
Y02092,C004,20220903,3.15,3165.5,194.6,247.9
Y02093,C004,20201224,3.7,3863.2,298.9,140.8
Y02094,C004,20220514,1.64,3264.4,162.0,192.8
Y02095,C007,20220731,4.76,4853.9,298.4,171.9
Y02096,C006,20240118,4.59,2931.9,129.5,210.7
Y02097,C005,20200101,3.08,2464.1,271.6,103.1
Y02098,C001,20230924,2.22,1879.4,251.0,141.8
Y02099,C007,20200825,2.11,1197.5,190.7,298.0
Y02100,C002,20230101,4.73,1152.9,290.2,74.1
Y02101,C001,20200911,3.58,4531.6,121.6,138.7
Y02102,C008,20220402,2.58,865.9,287.0,112.4
Y02103,C004,20200121,3.94,2719.4,147.2,53.8
Y02104,C008,20220927,2.16,3580.8,69.8,220.6
Y02105,C003,20241012,2.57,2358.2,193.5,292.7
Y02106,C008,20220829,4.56,969.6,65.7,188.1
Y02107,C008,20220512,3.34,1352.3,107.1,235.4
Y02108,C005,20231019,4.57,3020.6,229.2,291.5
Y02109,C003,20240715,3.83,1139.2,178.8,165.7
Y02110,C008,20220913,3.6,3074.7,74.7,249.0
Y02111,C002,20230127,4.5,676.9,240.8,99.3
Y02112,C007,20230312,4.21,798.6,257.8,235.9
Y02113,C005,20210908,1.96,2691.2,217.2,263.9
Y02114,C003,20221026,2.52,2713.7,142.8,220.2
Y02115,C006,20220327,4.49,3064.1,299.7,226.5
Y02116,C008,20201122,1.97,626.8,225.1,84.8
Y02117,C001,20200603,2.17,2743.3,101.3,127.5
Y02118,C005,20230607,2.83,4903.8,83.7,152.7
Y02119,C003,20210830,4.67,3143.4,71.1,160.8
Y02120,C007,20210601,4.57,597.1,235.7,142.3
Y02121,C008,20241118,4.93,4153.2,225.0,259.1
Y02122,C007,20240716,1.9,4242.0,126.1,136.9
Y02123,C005,20200430,1.5,3148.4,85.1,220.6
Y02124,C007,20240314,3.15,4992.4,186.7,179.3
Y02125,C001,20210417,2.58,3038.1,104.7,218.3
Y02126,C004,20230501,1.2,4691.6,158.4,101.8
Y02127,C005,20220221,3.85,3731.2,71.7,153.1
Y02128,C007,20240909,3.3,4805.7,188.1,107.3
Y02129,C002,20200524,3.59,4531.5,186.4,68.8
Y02130,C004,20221205,1.13,4361.8,273.4,148.0
Y02131,C007,20240731,1.67,914.8,128.4,54.1
Y02132,C005,20230417,2.21,2875.5,152.8,270.3
Y02133,C003,20221130,2.88,2447.3,81.6,280.8
Y02134,C006,20210124,1.01,2891.8,139.8,52.8
Y02135,C004,20210924,2.81,663.4,182.0,205.7
Y02136,C007,20240131,2.2,4873.1,180.0,213.9
Y02137,C002,20211019,2.28,3734.4,270.8,102.4
Y02138,C008,20200801,4.69,2132.7,82.5,124.7
Y02139,C007,20240901,1.85,3129.0,218.4,227.4
Y02140,C003,20240506,2.42,587.5,271.0,69.2
Y02141,C004,20230718,2.42,4299.5,229.0,117.5
Y02142,C008,20200906,4.75,2919.8,189.0,277.4
Y02143,C006,20201012,3.66,1565.1,232.3,90.5
Y02144,C005,20210303,1.2,805.7,279.7,233.3
Y02145,C003,20200413,4.24,2845.9,107.0,244.7
Y02146,C001,20200713,1.51,3057.4,50.7,223.8
Y02147,C008,20220418,4.1,4099.7,265.2,56.7
Y02148,C002,20231016,2.45,4023.8,64.9,79.8
Y02149,C004,20210913,4.54,3644.2,85.3,50.7
Y02150,C007,20200117,3.21,2088.0,257.6,271.6
Y02151,C005,20210716,1.77,3952.1,172.5,299.6
Y02152,C004,20200504,1.43,1355.3,235.4,172.3
Y02153,C005,20210511,1.72,4169.7,239.9,227.5
Y02154,C002,20230404,2.84,4964.4,224.7,56.0
Y02155,C005,20240514,2.01,1420.2,155.8,192.4
Y02156,C001,20220313,3.33,2659.4,58.2,58.7
Y02157,C008,20200507,2.52,2877.7,208.1,101.4
Y02158,C006,20240503,1.24,2750.9,148.6,256.4
Y02159,C005,20230407,2.02,2404.5,130.1,285.8
Y02160,C005,20220217,1.49,1612.9,269.7,103.1
Y02161,C008,20221009,1.85,981.9,200.7,284.6
Y02162,C003,20220526,2.85,3568.4,160.5,136.8
Y02163,C002,20230806,4.41,1578.5,256.2,248.0
Y02164,C002,20240805,3.47,650.0,268.6,130.0
Y02165,C008,20200223,1.09,2422.4,195.7,141.4
Y02166,C003,20230820,2.26,3436.5,50.1,215.7
Y02167,C005,20220422,3.93,1580.5,87.6,230.8
Y02168,C001,20210716,3.56,2774.9,168.9,238.0
Y02169,C008,20231125,3.55,2477.8,226.8,141.4
Y02170,C003,20230517,1.61,2725.5,257.5,286.9
Y02171,C008,20240811,4.33,2336.9,93.8,154.7
Y02172,C008,20200505,2.5,4431.2,74.5,59.7
Y02173,C002,20231108,3.17,4367.5,188.7,134.4
Y02174,C004,20240319,2.78,4126.0,208.0,53.1
Y02175,C008,20200624,3.3,1154.7,84.8,260.1
Y02176,C001,20230729,3.93,3502.5,159.3,132.2
Y02177,C006,20200106,3.04,631.5,78.8,50.5
Y02178,C007,20210518,2.23,840.7,125.1,252.5
Y02179,C007,20241016,4.26,3183.1,182.7,129.5
Y02180,C007,20240119,2.38,4796.1,179.3,154.0
Y02181,C008,20240717,4.79,1390.8,157.9,275.4
Y02182,C005,20230223,4.82,3123.0,69.6,259.0
Y02183,C008,20200301,4.64,4569.5,262.6,215.3
Y02184,C003,20230220,2.97,2608.4,161.4,55.4
Y02185,C004,20230112,4.35,2468.7,293.1,166.4
Y02186,C008,20230928,2.67,4828.2,123.4,256.1
Y02187,C005,20231009,3.78,712.1,87.8,292.6
Y02188,C006,20200707,4.12,3911.5,223.6,164.2
Y02189,C008,20220715,4.02,1795.1,278.6,175.3
Y02190,C008,20220818,4.21,4316.1,101.1,199.9
Y02191,C002,20210623,3.24,1943.4,229.1,275.5
Y02192,C005,20230309,1.98,2301.8,118.1,215.0
Y02193,C001,20211001,3.99,1178.9,237.4,127.3
Y02194,C003,20200924,3.68,4975.7,149.5,219.9
Y02195,C008,20210419,3.53,1317.0,143.9,262.0
Y02196,C002,20200619,4.73,2060.0,290.4,198.9
Y02197,C003,20240807,2.21,2017.0,254.0,108.6
Y02198,C004,20200919,4.65,1222.4,293.0,178.0
Y02199,C004,20231117,2.31,541.1,282.0,271.3
Y02200,C002,20210620,2.16,4221.4,198.3,65.3
Y02201,C005,20220927,4.26,1757.3,84.5,244.9
Y02202,C002,20220119,4.52,3316.9,145.5,53.9
Y02203,C001,20210118,4.65,2090.6,265.3,247.3
Y02204,C005,20230707,4.27,2600.1,168.3,208.8
Y02205,C003,20200101,4.26,1516.3,159.9,56.1
Y02206,C004,20240122,1.74,3360.5,112.8,251.3
Y02207,C003,20220222,2.59,549.9,269.7,202.8
Y02208,C002,20231109,4.89,3113.1,282.6,239.2
Y02209,C007,20210731,2.56,4111.5,210.6,109.6
Y02210,C006,20210323,2.01,2790.8,234.4,186.1
Y02211,C007,20210513,4.95,4984.1,264.7,244.6
Y02212,C003,20200418,2.09,1708.3,140.6,270.1
Y02213,C004,20240526,2.38,525.1,137.9,293.5
Y02214,C002,20241112,2.18,2162.8,268.2,208.0
Y02215,C002,20230614,1.87,2784.2,273.6,82.7
Y02216,C005,20210516,3.82,3860.0,255.5,77.3
Y02217,C001,20220309,4.81,4373.4,182.5,294.0
Y02218,C008,20200402,2.67,3492.9,111.8,219.1
Y02219,C006,20210114,2.94,4436.1,230.1,98.5
Y02220,C002,20220531,1.83,4498.8,185.6,265.4
Y02221,C001,20230226,1.06,4142.9,165.9,259.7
Y02222,C001,20231116,1.3,2431.5,242.9,116.1
Y02223,C001,20220924,2.6,2430.6,112.3,167.3
Y02224,C007,20240420,4.1,2157.1,51.9,253.8
Y02225,C007,20200426,4.52,710.4,189.4,202.1
Y02226,C001,20220210,3.41,4821.0,290.3,282.7
Y02227,C006,20230114,1.21,3487.5,190.0,114.7
Y02228,C007,20230729,2.3,538.8,170.6,101.3
Y02229,C007,20201209,2.3,789.4,189.3,156.6
Y02230,C002,20210115,3.47,3953.4,285.1,136.9
Y02231,C006,20221231,3.47,3322.0,214.8,262.8
Y02232,C008,20210410,4.05,1269.3,86.7,132.1
Y02233,C007,20210722,4.5,4312.7,299.3,219.1
Y02234,C004,20201001,1.96,2019.7,108.6,253.3
Y02235,C004,20221007,1.01,1282.5,191.8,159.3
Y02236,C002,20240713,1.33,3185.7,251.3,211.7
Y02237,C007,20241015,4.65,3138.7,105.7,235.7
Y02238,C005,20230407,2.31,4062.8,156.9,215.6
Y02239,C004,20241003,3.8,2882.6,96.4,108.0
Y02240,C004,20230827,1.14,3983.7,249.7,295.2
Y02241,C004,20210501,1.41,1966.4,125.1,87.1
Y02242,C001,20210903,2.51,2481.8,87.1,165.3
Y02243,C004,20220820,4.63,1946.3,222.2,115.5
Y02244,C008,20220326,1.09,3776.5,94.0,146.7
Y02245,C007,20230415,3.77,2782.8,78.4,156.7
Y02246,C002,20201202,4.63,2944.8,185.8,218.1
